Razão Social;Operação;NF;Data emissão NF;Qtde. Volumes;CTRC;Data Emissão;Destinatário;CNPJ Destino;Cidade Destino;UF Destino;Data Inicio Transporte;Previsão de Entrega;Data de Entrega;Status;Ocorrência Entrega;Status_1;Status Final;Dia_Previsao;Mês_Previsao;Dia_Data_inicio_TSP;mes_Data_inicio_TSP;TRANSPORTADORA;DEALER;feriado;Cidade feriado;UF Feriado
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456463;31/01/2026;1;326741;31/01/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;31/01/2026;03/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;3;2;31;1;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456466;31/01/2026;1;326741;31/01/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;31/01/2026;03/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;3;2;31;1;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456468;31/01/2026;1;326741;31/01/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;31/01/2026;03/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;3;2;31;1;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456465;31/01/2026;1;326743;31/01/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;RIBEIRAO PRETO;SP;31/01/2026;04/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;4;2;31;1;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456470;31/01/2026;1;326743;31/01/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;RIBEIRAO PRETO;SP;31/01/2026;04/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;4;2;31;1;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456464;31/01/2026;1;326744;31/01/2026;MOTONET COMERCIO DE VEICULOS LTDA;;SOROCABA;SP;31/01/2026;04/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;4;2;31;1;RISSO;26113;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456469;31/01/2026;1;326744;31/01/2026;MOTONET COMERCIO DE VEICULOS LTDA;;SOROCABA;SP;31/01/2026;04/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;4;2;31;1;RISSO;26113;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456461;31/01/2026;1;693048;31/01/2026;H - CAMINHO AUTOMOVEIS LTDA;;PIRACICABA;SP;31/01/2026;05/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;31;1;RISSO;26092;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456462;31/01/2026;1;693048;31/01/2026;H - CAMINHO AUTOMOVEIS LTDA;;PIRACICABA;SP;31/01/2026;05/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;31;1;RISSO;26092;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456467;31/01/2026;1;693048;31/01/2026;H - CAMINHO AUTOMOVEIS LTDA;;PIRACICABA;SP;31/01/2026;05/02/2026;31/01/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;31;1;RISSO;26092;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456478;31/01/2026;1;326745;31/01/2026;CHS MOTORS VEICULOS PECAS(VL. GUILHERME);;SAO PAULO;SP;31/01/2026;03/02/2026;02/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;3;2;31;1;RISSO;#N/D;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1456481;31/01/2026;1;326745;31/01/2026;CHS MOTORS VEICULOS PECAS(VL. GUILHERME);;SAO PAULO;SP;31/01/2026;03/02/2026;02/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;3;2;31;1;RISSO;#N/D;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457065;02/02/2026;2;326816;02/02/2026;HYMAX DISTRIBUIDORA DE VEICULOS LTDA;1,73E+13;MOGI GUACU;SP;02/02/2026;06/02/2026;02/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;2;2;RISSO;26002;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457066;02/02/2026;26;326816;02/02/2026;HYMAX DISTRIBUIDORA DE VEICULOS LTDA;1,73E+13;MOGI GUACU;SP;02/02/2026;06/02/2026;02/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;2;2;RISSO;26002;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457069;02/02/2026;4;326821;02/02/2026;ANDRETA II DISTRIBUIDORA DE VEIC. LTDA;9,10E+12;CAMPINAS;SP;02/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;2;2;RISSO;26011;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457071;02/02/2026;1;326825;02/02/2026;CAOA MOTOR DO BRASIL LTDA (ARICANDUVA);1,68E+13;SAO PAULO;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26039;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457074;02/02/2026;2;326822;02/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457168;02/02/2026;1;326824;02/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO PAULO;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457067;02/02/2026;2;326823;02/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;BARUERI;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457072;02/02/2026;2;326820;02/02/2026;ANDRETA II DISTRIB.DE VEICULOS LTDA.;9,10E+12;JUNDIAI;SP;02/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;2;2;RISSO;26040;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457070;02/02/2026;7;326831;02/02/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;RIBEIRAO PRETO;SP;02/02/2026;05/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;2;2;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457068;02/02/2026;1;326828;02/02/2026;GRAND SPORT COM. DE VEIC. E PECAS LTDA;8,58E+12;GUARULHOS;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26005;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457077;02/02/2026;8;326827;02/02/2026;DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA;2,12E+13;ATIBAIA;SP;02/02/2026;05/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;2;2;RISSO;26075;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457076;02/02/2026;4;326830;02/02/2026;H R B COMERCIO DE VEICULOS LTDA;1,82E+13;SAO JOSE DO RIO PRETO;SP;02/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;2;2;RISSO;26050;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457075;02/02/2026;1;326832;02/02/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;FRANCA;SP;02/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;2;2;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457078;02/02/2026;1;326826;02/02/2026;CAOA MOTOR DO BRASIL LTDA(RAP. TAVARES);1,68E+13;SAO PAULO;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26109;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1457073;02/02/2026;7;326829;02/02/2026;GRANDAY AUTOMOTORES LTDA;1,57E+13;SAO PAULO;SP;02/02/2026;04/02/2026;05/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;4;2;2;2;RISSO;26041;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458240;03/02/2026;11;326976;03/02/2026;CHS MOTORS VEICULOS PECAS(VL. GUILHERME);1,69E+13;SAO PAULO;SP;03/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26052;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458235;03/02/2026;1;326997;03/02/2026;CHS MOTORS VEICULOS PECAS E SERV.  LTDA;1,69E+13;SAO PAULO;SP;03/02/2026;05/02/2026;23/02/2026;Entregue Fora do Prazo;Recusa;31/03 Solicitado retorno para o XD Diadema;Entrega Finalizada;5;2;3;2;RISSO;26108;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458233;03/02/2026;4;327002;03/02/2026;GRAND SPORT COM. DE VEIC. E PECAS LTDA;8,58E+12;GUARULHOS;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26005;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458227;03/02/2026;54;326850;03/02/2026;HYMAX DISTRIBUIDORA DE VEICULOS LTDA;1,73E+13;MOGI GUACU;SP;03/02/2026;09/02/2026;03/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26002;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458219;03/02/2026;51;326976;03/02/2026;CHS MOTORS VEICULOS PECAS(VL. GUILHERME);1,69E+13;SAO PAULO;SP;03/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26052;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458121;03/02/2026;5;326998;03/02/2026;DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA;2,12E+13;ATIBAIA;SP;03/02/2026;06/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26075;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458112;03/02/2026;2;327002;03/02/2026;GRAND SPORT COM. DE VEIC. E PECAS LTDA;8,58E+12;GUARULHOS;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26005;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458117;03/02/2026;1;326992;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO PAULO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458238;03/02/2026;14;327004;03/02/2026;H R B COMERCIO DE VEICULOS LTDA;1,82E+13;SAO JOSE DO RIO PRETO;SP;03/02/2026;09/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26050;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458220;03/02/2026;1;326990;03/02/2026;ANDRETA II DISTRIBUIDORA DE VEIC. LTDA;9,10E+12;AMERICANA;SP;03/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26011;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458104;03/02/2026;1;326849;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;03/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458222;03/02/2026;1;327005;03/02/2026;MOTONET COMERCIO DE VEICULOS LTDA;9,28E+12;SOROCABA;SP;03/02/2026;06/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26113;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458105;03/02/2026;1;326988;03/02/2026;ANDRETA II DISTRIBUIDORA DE VEIC. LTDA;9,10E+12;INDAIATUBA;SP;03/02/2026;06/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26011;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458114;03/02/2026;2;326997;03/02/2026;CHS MOTORS VEICULOS PECAS E SERV.  LTDA;1,69E+13;SAO PAULO;SP;03/02/2026;05/02/2026;23/02/2026;Entregue Fora do Prazo;Recusa;31/03 Solicitado retorno para o XD Diadema;Entrega Finalizada;5;2;3;2;RISSO;26108;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458109;03/02/2026;2;327009;03/02/2026;NOBRE SP DISTRIB. DE VEIC. E PEC. LTDA;1,70E+13;SAO PAULO;SP;03/02/2026;05/02/2026;10/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26081;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458106;03/02/2026;3;326996;03/02/2026;CAOA MOTOR DO BRASIL LTDA (VL PRUDENTE);1,68E+13;SAO PAULO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26051;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458107;03/02/2026;1;326995;03/02/2026;CAOA MOTOR DO BRASIL LTDA;1,68E+13;TAUBATE;SP;03/02/2026;06/02/2026;13/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;5008;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458236;03/02/2026;4;326989;03/02/2026;ANDRETA II DISTRIBUIDORA DE VEIC. LTDA;9,10E+12;CAMPINAS;SP;03/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26011;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458108;03/02/2026;1;326998;03/02/2026;DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA;2,12E+13;ATIBAIA;SP;03/02/2026;06/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26075;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458126;03/02/2026;7;327004;03/02/2026;H R B COMERCIO DE VEICULOS LTDA;1,82E+13;SAO JOSE DO RIO PRETO;SP;03/02/2026;09/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26050;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458115;03/02/2026;17;326989;03/02/2026;ANDRETA II DISTRIBUIDORA DE VEIC. LTDA;9,10E+12;CAMPINAS;SP;03/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26011;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458231;03/02/2026;3;326992;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO PAULO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458102;03/02/2026;3;327001;03/02/2026;GRAND SPORT COM. DE VEIC. E PECAS LTDA;8,58E+12;SAO PAULO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26034;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458097;03/02/2026;1;326850;03/02/2026;HYMAX DISTRIBUIDORA DE VEICULOS LTDA;1,73E+13;MOGI GUACU;SP;03/02/2026;09/02/2026;03/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26002;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458099;03/02/2026;1;327000;03/02/2026;DHC COMERCIO DE VEICULOS E PECAS LTDA;9,52E+12;BAURU;SP;03/02/2026;06/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26010;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458101;03/02/2026;2;327001;03/02/2026;GRAND SPORT COM. DE VEIC. E PECAS LTDA;8,58E+12;SAO PAULO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26034;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458230;03/02/2026;5;326998;03/02/2026;DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA;2,12E+13;ATIBAIA;SP;03/02/2026;06/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26075;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458237;03/02/2026;3;326849;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;03/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458131;03/02/2026;4;327006;03/02/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;RIBEIRAO PRETO;SP;03/02/2026;06/02/2026;11/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458224;03/02/2026;1;326994;03/02/2026;CAOA MOTOR DO BRASIL LTDA;1,68E+13;SAO BERNARDO DO CAMPO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;5008;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458100;03/02/2026;1;326989;03/02/2026;ANDRETA II DISTRIBUIDORA DE VEIC. LTDA;9,10E+12;CAMPINAS;SP;03/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26011;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458136;03/02/2026;6;326991;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;BARUERI;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458229;03/02/2026;4;326991;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;BARUERI;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458116;03/02/2026;3;326987;03/02/2026;ANDRETA II DISTRIB.DE VEICULOS LTDA.;9,10E+12;JUNDIAI;SP;03/02/2026;06/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;3;2;RISSO;26040;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458228;03/02/2026;1;326994;03/02/2026;CAOA MOTOR DO BRASIL LTDA;1,68E+13;SAO BERNARDO DO CAMPO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;5008;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458225;03/02/2026;1;327007;03/02/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;BARRETOS;SP;03/02/2026;09/02/2026;10/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458234;03/02/2026;1;327007;03/02/2026;NEW VEICULOS E PECAS LTDA;1,59E+13;BARRETOS;SP;03/02/2026;09/02/2026;10/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26014;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458232;03/02/2026;1;326999;03/02/2026;DHC COMERCIO DE VEICULOS E PECAS LTDA;9,52E+12;JAU;SP;03/02/2026;09/02/2026;09/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26010;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458223;03/02/2026;29;326850;03/02/2026;HYMAX DISTRIBUIDORA DE VEICULOS LTDA;1,73E+13;MOGI GUACU;SP;03/02/2026;09/02/2026;03/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26002;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458113;03/02/2026;47;326849;03/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;03/02/2026;05/02/2026;04/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458133;03/02/2026;1;326999;03/02/2026;DHC COMERCIO DE VEICULOS E PECAS LTDA;9,52E+12;JAU;SP;03/02/2026;09/02/2026;09/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26010;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458103;03/02/2026;20;327003;03/02/2026;GRANDAY AUTOMOTORES LTDA;1,57E+13;SAO PAULO;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26041;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458221;03/02/2026;2;327010;03/02/2026;VIME SAO JOAO COM. DE VEIC. E PECAS LTDA;5,10E+13;SAO JOAO DA BOA VISTA;SP;03/02/2026;09/02/2026;09/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;26107;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458110;03/02/2026;4;326993;03/02/2026;CAOA MOTOR DO BRASIL LTDA;1,68E+13;PRAIA GRANDE;SP;03/02/2026;09/02/2026;10/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;9;2;3;2;RISSO;5008;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458098;03/02/2026;3;327008;03/02/2026;NOBRE DISTRIBUIDORA DE VEICULOS E PECAS;5,76E+12;MOGI DAS CRUZES;SP;03/02/2026;05/02/2026;09/02/2026;Entregue Fora do Prazo;;Entrega realizada;Entrega Finalizada;5;2;3;2;RISSO;26004;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458968;04/02/2026;24;327045;04/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO CAETANO DO SUL;SP;04/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;4;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1459018;04/02/2026;1;327046;04/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;SAO PAULO;SP;04/02/2026;06/02/2026;06/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;4;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458960;04/02/2026;1;327047;04/02/2026;BILLY DISTRIBUIDORA DE VEICULOS LTDA;1,34E+13;BARUERI;SP;04/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;4;2;RISSO;26003;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458971;04/02/2026;1;327049;04/02/2026;CAOA MOTOR DO BRASIL LTDA (VL PRUDENTE);1,68E+13;SAO PAULO;SP;04/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;4;2;RISSO;26051;;;
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT;RODOVIARIO;1458977;04/02/2026;1;327050;04/02/2026;CHS MOTORS VEICULOS PECAS E SERV.  LTDA;1,69E+13;SAO PAULO;SP;04/02/2026;06/02/2026;05/02/2026;Entregue No Prazo;;Entrega realizada;Entrega Finalizada;6;2;4;2;RISSO;26108;;;
