Razão Social,Operação,NF,Data emissão NF,Qtde. Volumes,CTRC,Data Emissão,Destinatário,CNPJ Destino,Cidade Destino,UF Destino,Data Inicio Transporte,Previsão de Entrega,Data de Entrega,Status,Ocorrência Entrega,Status_1,Status Final,Dia_Previsao,Mês_Previsao,Dia_Data_inicio_TSP,mes_Data_inicio_TSP,TRANSPORTADORA,DEALER,feriado,Cidade feriado,UF Feriado
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457070,2/2/2026,7,326831,2/2/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,RIBEIRAO PRETO,SP,2/2/2026,2/5/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,2,2,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456461,1/31/2026,1,693048,1/31/2026,H - CAMINHO AUTOMOVEIS LTDA,,PIRACICABA,SP,1/31/2026,2/5/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,31,1,RISSO,26092,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456462,1/31/2026,1,693048,1/31/2026,H - CAMINHO AUTOMOVEIS LTDA,,PIRACICABA,SP,1/31/2026,2/5/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,31,1,RISSO,26092,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457069,2/2/2026,4,326821,2/2/2026,ANDRETA II DISTRIBUIDORA DE VEIC. LTDA,9.10384E+12,CAMPINAS,SP,2/2/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,2,2,RISSO,26011,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457068,2/2/2026,1,326828,2/2/2026,GRAND SPORT COM. DE VEIC. E PECAS LTDA,8.57705E+12,GUARULHOS,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26005,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457071,2/2/2026,1,326825,2/2/2026,CAOA MOTOR DO BRASIL LTDA (ARICANDUVA),1.67945E+13,SAO PAULO,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26039,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457077,2/2/2026,8,326827,2/2/2026,DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA,2.11538E+13,ATIBAIA,SP,2/2/2026,2/5/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,2,2,RISSO,26075,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457076,2/2/2026,4,326830,2/2/2026,H R B COMERCIO DE VEICULOS LTDA,1.8238E+13,SAO JOSE DO RIO PRETO,SP,2/2/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,2,2,RISSO,26050,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457074,2/2/2026,2,326822,2/2/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457075,2/2/2026,1,326832,2/2/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,FRANCA,SP,2/2/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,2,2,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457168,2/2/2026,1,326824,2/2/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO PAULO,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457078,2/2/2026,1,326826,2/2/2026,CAOA MOTOR DO BRASIL LTDA(RAP. TAVARES),1.67945E+13,SAO PAULO,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26109,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457073,2/2/2026,7,326829,2/2/2026,GRANDAY AUTOMOTORES LTDA,1.56883E+13,SAO PAULO,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26041,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457067,2/2/2026,2,326823,2/2/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,BARUERI,SP,2/2/2026,2/4/2026,2/5/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,4,2,2,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457072,2/2/2026,2,326820,2/2/2026,ANDRETA II DISTRIB.DE VEICULOS LTDA.,9.10384E+12,JUNDIAI,SP,2/2/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,2,2,RISSO,26040,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456463,1/31/2026,1,326741,1/31/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,1/31/2026,2/3/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,3,2,31,1,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456464,1/31/2026,1,326744,1/31/2026,MOTONET COMERCIO DE VEICULOS LTDA,,SOROCABA,SP,1/31/2026,2/4/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,4,2,31,1,RISSO,26113,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456465,1/31/2026,1,326743,1/31/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,RIBEIRAO PRETO,SP,1/31/2026,2/4/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,4,2,31,1,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456466,1/31/2026,1,326741,1/31/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,1/31/2026,2/3/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,3,2,31,1,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456467,1/31/2026,1,693048,1/31/2026,H - CAMINHO AUTOMOVEIS LTDA,,PIRACICABA,SP,1/31/2026,2/5/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,31,1,RISSO,26092,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456468,1/31/2026,1,326741,1/31/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,1/31/2026,2/3/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,3,2,31,1,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456469,1/31/2026,1,326744,1/31/2026,MOTONET COMERCIO DE VEICULOS LTDA,,SOROCABA,SP,1/31/2026,2/4/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,4,2,31,1,RISSO,26113,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456470,1/31/2026,1,326743,1/31/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,RIBEIRAO PRETO,SP,1/31/2026,2/4/2026,1/31/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,4,2,31,1,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456478,1/31/2026,1,326745,1/31/2026,CHS MOTORS VEICULOS PECAS(VL. GUILHERME),,SAO PAULO,SP,1/31/2026,2/3/2026,2/2/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,3,2,31,1,RISSO,#N/D,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1456481,1/31/2026,1,326745,1/31/2026,CHS MOTORS VEICULOS PECAS(VL. GUILHERME),,SAO PAULO,SP,1/31/2026,2/3/2026,2/2/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,3,2,31,1,RISSO,#N/D,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457065,2/2/2026,2,326816,2/2/2026,HYMAX DISTRIBUIDORA DE VEICULOS LTDA,1.73488E+13,MOGI GUACU,SP,2/2/2026,2/6/2026,2/2/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,2,2,RISSO,26002,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1457066,2/2/2026,26,326816,2/2/2026,HYMAX DISTRIBUIDORA DE VEICULOS LTDA,1.73488E+13,MOGI GUACU,SP,2/2/2026,2/6/2026,2/2/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,2,2,RISSO,26002,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458240,2/3/2026,11,326976,2/3/2026,CHS MOTORS VEICULOS PECAS(VL. GUILHERME),1.68519E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26052,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458235,2/3/2026,1,326997,2/3/2026,CHS MOTORS VEICULOS PECAS E SERV.  LTDA,1.68519E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/23/2026,Entregue Fora do Prazo,Recusa,31/03 Solicitado retorno para o XD Diadema,Entrega Finalizada,5,2,3,2,RISSO,26108,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458233,2/3/2026,4,327002,2/3/2026,GRAND SPORT COM. DE VEIC. E PECAS LTDA,8.57705E+12,GUARULHOS,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26005,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458227,2/3/2026,54,326850,2/3/2026,HYMAX DISTRIBUIDORA DE VEICULOS LTDA,1.73488E+13,MOGI GUACU,SP,2/3/2026,2/9/2026,2/3/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26002,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458219,2/3/2026,51,326976,2/3/2026,CHS MOTORS VEICULOS PECAS(VL. GUILHERME),1.68519E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26052,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458121,2/3/2026,5,326998,2/3/2026,DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA,2.11538E+13,ATIBAIA,SP,2/3/2026,2/6/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26075,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458112,2/3/2026,2,327002,2/3/2026,GRAND SPORT COM. DE VEIC. E PECAS LTDA,8.57705E+12,GUARULHOS,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26005,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458117,2/3/2026,1,326992,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458238,2/3/2026,14,327004,2/3/2026,H R B COMERCIO DE VEICULOS LTDA,1.8238E+13,SAO JOSE DO RIO PRETO,SP,2/3/2026,2/9/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26050,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458220,2/3/2026,1,326990,2/3/2026,ANDRETA II DISTRIBUIDORA DE VEIC. LTDA,9.10384E+12,AMERICANA,SP,2/3/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26011,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458104,2/3/2026,1,326849,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,2/3/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458222,2/3/2026,1,327005,2/3/2026,MOTONET COMERCIO DE VEICULOS LTDA,9.27797E+12,SOROCABA,SP,2/3/2026,2/6/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26113,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458105,2/3/2026,1,326988,2/3/2026,ANDRETA II DISTRIBUIDORA DE VEIC. LTDA,9.10384E+12,INDAIATUBA,SP,2/3/2026,2/6/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26011,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458114,2/3/2026,2,326997,2/3/2026,CHS MOTORS VEICULOS PECAS E SERV.  LTDA,1.68519E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/23/2026,Entregue Fora do Prazo,Recusa,31/03 Solicitado retorno para o XD Diadema,Entrega Finalizada,5,2,3,2,RISSO,26108,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458109,2/3/2026,2,327009,2/3/2026,NOBRE SP DISTRIB. DE VEIC. E PEC. LTDA,1.70418E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/10/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26081,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458106,2/3/2026,3,326996,2/3/2026,CAOA MOTOR DO BRASIL LTDA (VL PRUDENTE),1.67945E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26051,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458107,2/3/2026,1,326995,2/3/2026,CAOA MOTOR DO BRASIL LTDA,1.67945E+13,TAUBATE,SP,2/3/2026,2/6/2026,2/13/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,5008,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458236,2/3/2026,4,326989,2/3/2026,ANDRETA II DISTRIBUIDORA DE VEIC. LTDA,9.10384E+12,CAMPINAS,SP,2/3/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26011,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458108,2/3/2026,1,326998,2/3/2026,DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA,2.11538E+13,ATIBAIA,SP,2/3/2026,2/6/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26075,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458126,2/3/2026,7,327004,2/3/2026,H R B COMERCIO DE VEICULOS LTDA,1.8238E+13,SAO JOSE DO RIO PRETO,SP,2/3/2026,2/9/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26050,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458115,2/3/2026,17,326989,2/3/2026,ANDRETA II DISTRIBUIDORA DE VEIC. LTDA,9.10384E+12,CAMPINAS,SP,2/3/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26011,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458231,2/3/2026,3,326992,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458102,2/3/2026,3,327001,2/3/2026,GRAND SPORT COM. DE VEIC. E PECAS LTDA,8.57705E+12,SAO PAULO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26034,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458097,2/3/2026,1,326850,2/3/2026,HYMAX DISTRIBUIDORA DE VEICULOS LTDA,1.73488E+13,MOGI GUACU,SP,2/3/2026,2/9/2026,2/3/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26002,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458099,2/3/2026,1,327000,2/3/2026,DHC COMERCIO DE VEICULOS E PECAS LTDA,9.52413E+12,BAURU,SP,2/3/2026,2/6/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26010,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458101,2/3/2026,2,327001,2/3/2026,GRAND SPORT COM. DE VEIC. E PECAS LTDA,8.57705E+12,SAO PAULO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26034,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458230,2/3/2026,5,326998,2/3/2026,DESTAQUE SEUL DISTR. DE VEIC. E PC. LTDA,2.11538E+13,ATIBAIA,SP,2/3/2026,2/6/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26075,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458237,2/3/2026,3,326849,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,2/3/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458131,2/3/2026,4,327006,2/3/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,RIBEIRAO PRETO,SP,2/3/2026,2/6/2026,2/11/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458224,2/3/2026,1,326994,2/3/2026,CAOA MOTOR DO BRASIL LTDA,1.67945E+13,SAO BERNARDO DO CAMPO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,5008,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458100,2/3/2026,1,326989,2/3/2026,ANDRETA II DISTRIBUIDORA DE VEIC. LTDA,9.10384E+12,CAMPINAS,SP,2/3/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26011,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458136,2/3/2026,6,326991,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,BARUERI,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458229,2/3/2026,4,326991,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,BARUERI,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458116,2/3/2026,3,326987,2/3/2026,ANDRETA II DISTRIB.DE VEICULOS LTDA.,9.10384E+12,JUNDIAI,SP,2/3/2026,2/6/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,3,2,RISSO,26040,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458228,2/3/2026,1,326994,2/3/2026,CAOA MOTOR DO BRASIL LTDA,1.67945E+13,SAO BERNARDO DO CAMPO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,5008,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458225,2/3/2026,1,327007,2/3/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,BARRETOS,SP,2/3/2026,2/9/2026,2/10/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458234,2/3/2026,1,327007,2/3/2026,NEW VEICULOS E PECAS LTDA,1.59179E+13,BARRETOS,SP,2/3/2026,2/9/2026,2/10/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26014,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458232,2/3/2026,1,326999,2/3/2026,DHC COMERCIO DE VEICULOS E PECAS LTDA,9.52413E+12,JAU,SP,2/3/2026,2/9/2026,2/9/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26010,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458223,2/3/2026,29,326850,2/3/2026,HYMAX DISTRIBUIDORA DE VEICULOS LTDA,1.73488E+13,MOGI GUACU,SP,2/3/2026,2/9/2026,2/3/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26002,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458113,2/3/2026,47,326849,2/3/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,2/3/2026,2/5/2026,2/4/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458133,2/3/2026,1,326999,2/3/2026,DHC COMERCIO DE VEICULOS E PECAS LTDA,9.52413E+12,JAU,SP,2/3/2026,2/9/2026,2/9/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26010,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458103,2/3/2026,20,327003,2/3/2026,GRANDAY AUTOMOTORES LTDA,1.56883E+13,SAO PAULO,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26041,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458221,2/3/2026,2,327010,2/3/2026,VIME SAO JOAO COM. DE VEIC. E PECAS LTDA,5.10108E+13,SAO JOAO DA BOA VISTA,SP,2/3/2026,2/9/2026,2/9/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,26107,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458110,2/3/2026,4,326993,2/3/2026,CAOA MOTOR DO BRASIL LTDA,1.67945E+13,PRAIA GRANDE,SP,2/3/2026,2/9/2026,2/10/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,9,2,3,2,RISSO,5008,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458098,2/3/2026,3,327008,2/3/2026,NOBRE DISTRIBUIDORA DE VEICULOS E PECAS,5.75853E+12,MOGI DAS CRUZES,SP,2/3/2026,2/5/2026,2/9/2026,Entregue Fora do Prazo,,Entrega realizada,Entrega Finalizada,5,2,3,2,RISSO,26004,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458968,2/4/2026,24,327045,2/4/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO CAETANO DO SUL,SP,2/4/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,4,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1459018,2/4/2026,1,327046,2/4/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,SAO PAULO,SP,2/4/2026,2/6/2026,2/6/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,4,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458960,2/4/2026,1,327047,2/4/2026,BILLY DISTRIBUIDORA DE VEICULOS LTDA,1.33508E+13,BARUERI,SP,2/4/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,4,2,RISSO,26003,,,
MOBIS BRASIL FABRICACAO DE AUTO PECAS LT,RODOVIARIO,1458971,2/4/2026,1,327049,2/4/2026,CAOA MOTOR DO BRASIL LTDA (VL PRUDENTE),1.67945E+13,SAO PAULO,SP,2/4/2026,2/6/2026,2/5/2026,Entregue No Prazo,,Entrega realizada,Entrega Finalizada,6,2,4,2,RISSO,26051,,,
